day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
34,DAY_034,4,Algorithms and Data Structures,Guided laboratory,Arrays Lists Stacks And Queues — Configuration Lab,foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Complete a supervised applied lab for arrays lists stacks and queues, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
35,DAY_035,4,Algorithms and Data Structures,Applied practice,Hash Maps Trees And Graphs — Design and Technique,foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Explain and demonstrate hash maps trees and graphs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
36,DAY_036,4,Algorithms and Data Structures,Operations and measurement,Hash Maps Trees And Graphs — Operations and Measurement,foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Complete a supervised applied lab for hash maps trees and graphs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
37,DAY_037,4,Algorithms and Data Structures,Troubleshooting laboratory,Searching Sorting And Problem Solving — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Explain and demonstrate searching sorting and problem solving through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
38,DAY_038,4,Algorithms and Data Structures,Safety and quality review,"Searching Sorting And Problem Solving — Safety, Quality, and Verification",foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Complete a supervised applied lab for searching sorting and problem solving, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
39,DAY_039,4,Algorithms and Data Structures,Integration and documentation,"Algorithms and Data Structures — Integration, Documentation, and Handover",foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Integrate the four algorithms and data structures skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
40,DAY_040,4,Algorithms and Data Structures,Assessment and presentation,Algorithms and Data Structures — Assessment Project,foundation-to-intermediate,8,VS Code | Git | language runtime | test framework,"Plan, execute, verify, present, and safely close an assessment project covering the complete algorithms and data structures phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
41,DAY_041,5,Web Foundations,Orientation and setup,Http Urls Methods And Status Codes — Foundations and Vocabulary,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Explain and demonstrate HTTP URLs methods and status codes through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
42,DAY_042,5,Web Foundations,Concept development,Http Urls Methods And Status Codes — Applied Baseline Lab,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Complete a supervised applied lab for HTTP URLs methods and status codes, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
43,DAY_043,5,Web Foundations,Guided laboratory,Html Semantics And Accessibility — Architecture and Components,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Explain and demonstrate HTML semantics and accessibility through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
44,DAY_044,5,Web Foundations,Guided laboratory,Html Semantics And Accessibility — Configuration Lab,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Complete a supervised applied lab for HTML semantics and accessibility, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
45,DAY_045,5,Web Foundations,Applied practice,Css Layout Responsive Design — Design and Technique,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Explain and demonstrate CSS layout responsive design through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
46,DAY_046,5,Web Foundations,Operations and measurement,Css Layout Responsive Design — Operations and Measurement,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Complete a supervised applied lab for CSS layout responsive design, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
47,DAY_047,5,Web Foundations,Troubleshooting laboratory,Browser Developer Tools And Web Security Basics — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Explain and demonstrate browser developer tools and web security basics through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
48,DAY_048,5,Web Foundations,Safety and quality review,"Browser Developer Tools And Web Security Basics — Safety, Quality, and Verification",foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Complete a supervised applied lab for browser developer tools and web security basics, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
49,DAY_049,5,Web Foundations,Integration and documentation,"Web Foundations — Integration, Documentation, and Handover",foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Integrate the four web foundations skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
50,DAY_050,5,Web Foundations,Assessment and presentation,Web Foundations — Assessment Project,foundation-to-intermediate,8,VS Code | Git | HTML/CSS/JavaScript | browser tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete web foundations phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
51,DAY_051,6,Frontend Application Development,Orientation and setup,Components Props And State — Foundations and Vocabulary,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Explain and demonstrate components props and state through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
52,DAY_052,6,Frontend Application Development,Concept development,Components Props And State — Applied Baseline Lab,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Complete a supervised applied lab for components props and state, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
53,DAY_053,6,Frontend Application Development,Guided laboratory,Routing Forms And Validation — Architecture and Components,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Explain and demonstrate routing forms and validation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
54,DAY_054,6,Frontend Application Development,Guided laboratory,Routing Forms And Validation — Configuration Lab,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Complete a supervised applied lab for routing forms and validation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
55,DAY_055,6,Frontend Application Development,Applied practice,Api Integration Loading And Errors — Design and Technique,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Explain and demonstrate API integration loading and errors through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
56,DAY_056,6,Frontend Application Development,Operations and measurement,Api Integration Loading And Errors — Operations and Measurement,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Complete a supervised applied lab for API integration loading and errors, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
57,DAY_057,6,Frontend Application Development,Troubleshooting laboratory,Frontend Testing Performance And Accessibility — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Explain and demonstrate frontend testing performance and accessibility through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
58,DAY_058,6,Frontend Application Development,Safety and quality review,"Frontend Testing Performance And Accessibility — Safety, Quality, and Verification",foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Complete a supervised applied lab for frontend testing performance and accessibility, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
59,DAY_059,6,Frontend Application Development,Integration and documentation,"Frontend Application Development — Integration, Documentation, and Handover",foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Integrate the four frontend application development skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
60,DAY_060,6,Frontend Application Development,Assessment and presentation,Frontend Application Development — Assessment Project,foundation-to-intermediate,8,VS Code | Git | React/Vue approved | Vite | Vitest/Jest | browser tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete frontend application development phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
61,DAY_061,7,Backend and API Development,Orientation and setup,Server Architecture And Routing — Foundations and Vocabulary,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Explain and demonstrate server architecture and routing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
62,DAY_062,7,Backend and API Development,Concept development,Server Architecture And Routing — Applied Baseline Lab,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Complete a supervised applied lab for server architecture and routing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
63,DAY_063,7,Backend and API Development,Guided laboratory,Request Validation And Error Handling — Architecture and Components,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Explain and demonstrate request validation and error handling through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
64,DAY_064,7,Backend and API Development,Guided laboratory,Request Validation And Error Handling — Configuration Lab,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Complete a supervised applied lab for request validation and error handling, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
65,DAY_065,7,Backend and API Development,Applied practice,Rest Design Pagination And Versioning — Design and Technique,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Explain and demonstrate REST design pagination and versioning through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
66,DAY_066,7,Backend and API Development,Operations and measurement,Rest Design Pagination And Versioning — Operations and Measurement,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Complete a supervised applied lab for REST design pagination and versioning, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
67,DAY_067,7,Backend and API Development,Troubleshooting laboratory,Api Tests Documentation And Rate Limits — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Explain and demonstrate API tests documentation and rate limits through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
68,DAY_068,7,Backend and API Development,Safety and quality review,"Api Tests Documentation And Rate Limits — Safety, Quality, and Verification",foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Complete a supervised applied lab for API tests documentation and rate limits, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
69,DAY_069,7,Backend and API Development,Integration and documentation,"Backend and API Development — Integration, Documentation, and Handover",foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Integrate the four backend and api development skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
70,DAY_070,7,Backend and API Development,Assessment and presentation,Backend and API Development — Assessment Project,foundation-to-intermediate,8,VS Code | Git | Node/Laravel/FastAPI approved | Postman/Bruno | test framework,"Plan, execute, verify, present, and safely close an assessment project covering the complete backend and api development phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
71,DAY_071,8,Relational Databases,Orientation and setup,Schema Design Keys And Normalization — Foundations and Vocabulary,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Explain and demonstrate schema design keys and normalization through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
72,DAY_072,8,Relational Databases,Concept development,Schema Design Keys And Normalization — Applied Baseline Lab,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Complete a supervised applied lab for schema design keys and normalization, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
73,DAY_073,8,Relational Databases,Guided laboratory,Sql Crud Joins And Transactions — Architecture and Components,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Explain and demonstrate SQL CRUD joins and transactions through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
74,DAY_074,8,Relational Databases,Guided laboratory,Sql Crud Joins And Transactions — Configuration Lab,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Complete a supervised applied lab for SQL CRUD joins and transactions, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
75,DAY_075,8,Relational Databases,Applied practice,Indexes Query Plans And Performance — Design and Technique,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Explain and demonstrate indexes query plans and performance through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
76,DAY_076,8,Relational Databases,Operations and measurement,Indexes Query Plans And Performance — Operations and Measurement,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Complete a supervised applied lab for indexes query plans and performance, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
77,DAY_077,8,Relational Databases,Troubleshooting laboratory,Migrations Backups And Access Control — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Explain and demonstrate migrations backups and access control through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
78,DAY_078,8,Relational Databases,Safety and quality review,"Migrations Backups And Access Control — Safety, Quality, and Verification",foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Complete a supervised applied lab for migrations backups and access control, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
79,DAY_079,8,Relational Databases,Integration and documentation,"Relational Databases — Integration, Documentation, and Handover",foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Integrate the four relational databases skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
80,DAY_080,8,Relational Databases,Assessment and presentation,Relational Databases — Assessment Project,foundation-to-intermediate,8,VS Code | Git | PostgreSQL/SQLite | SQL client | ORM,"Plan, execute, verify, present, and safely close an assessment project covering the complete relational databases phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
