day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
48,DAY_048,5,Data Acquisition and Provenance,Safety and quality review,"Licensing Consent And Source Quality — Safety, Quality, and Verification",foundation-to-intermediate,8,Python | Jupyter | pandas | requests | SQLite | public datasets,"Complete a supervised applied lab for licensing consent and source quality, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
49,DAY_049,5,Data Acquisition and Provenance,Integration and documentation,"Data Acquisition and Provenance — Integration, Documentation, and Handover",foundation-to-intermediate,8,Python | Jupyter | pandas | requests | SQLite | public datasets,"Integrate the four data acquisition and provenance skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
50,DAY_050,5,Data Acquisition and Provenance,Assessment and presentation,Data Acquisition and Provenance — Assessment Project,foundation-to-intermediate,8,Python | Jupyter | pandas | requests | SQLite | public datasets,"Plan, execute, verify, present, and safely close an assessment project covering the complete data acquisition and provenance phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
51,DAY_051,6,Data Cleaning and Quality,Orientation and setup,Missing Values And Completeness — Foundations and Vocabulary,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Explain and demonstrate missing values and completeness through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
52,DAY_052,6,Data Cleaning and Quality,Concept development,Missing Values And Completeness — Applied Baseline Lab,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Complete a supervised applied lab for missing values and completeness, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
53,DAY_053,6,Data Cleaning and Quality,Guided laboratory,Duplicates Consistency And Validation — Architecture and Components,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Explain and demonstrate duplicates consistency and validation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
54,DAY_054,6,Data Cleaning and Quality,Guided laboratory,Duplicates Consistency And Validation — Configuration Lab,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Complete a supervised applied lab for duplicates consistency and validation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
55,DAY_055,6,Data Cleaning and Quality,Applied practice,Types Dates And Text Normalization — Design and Technique,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Explain and demonstrate types dates and text normalization through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
56,DAY_056,6,Data Cleaning and Quality,Operations and measurement,Types Dates And Text Normalization — Operations and Measurement,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Complete a supervised applied lab for types dates and text normalization, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
57,DAY_057,6,Data Cleaning and Quality,Troubleshooting laboratory,Outliers Errors And Legitimate Variation — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Explain and demonstrate outliers errors and legitimate variation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
58,DAY_058,6,Data Cleaning and Quality,Safety and quality review,"Outliers Errors And Legitimate Variation — Safety, Quality, and Verification",foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Complete a supervised applied lab for outliers errors and legitimate variation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
59,DAY_059,6,Data Cleaning and Quality,Integration and documentation,"Data Cleaning and Quality — Integration, Documentation, and Handover",foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Integrate the four data cleaning and quality skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
60,DAY_060,6,Data Cleaning and Quality,Assessment and presentation,Data Cleaning and Quality — Assessment Project,foundation-to-intermediate,8,Python | Jupyter | pandas | Great Expectations/local checks | LibreOffice Calc,"Plan, execute, verify, present, and safely close an assessment project covering the complete data cleaning and quality phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
61,DAY_061,7,Exploratory Data Analysis,Orientation and setup,Univariate Summaries And Distributions — Foundations and Vocabulary,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Explain and demonstrate univariate summaries and distributions through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
62,DAY_062,7,Exploratory Data Analysis,Concept development,Univariate Summaries And Distributions — Applied Baseline Lab,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Complete a supervised applied lab for univariate summaries and distributions, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
63,DAY_063,7,Exploratory Data Analysis,Guided laboratory,Bivariate And Multivariate Exploration — Architecture and Components,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Explain and demonstrate bivariate and multivariate exploration through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
64,DAY_064,7,Exploratory Data Analysis,Guided laboratory,Bivariate And Multivariate Exploration — Configuration Lab,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Complete a supervised applied lab for bivariate and multivariate exploration, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
65,DAY_065,7,Exploratory Data Analysis,Applied practice,Grouped Analysis And Pivots — Design and Technique,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Explain and demonstrate grouped analysis and pivots through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
66,DAY_066,7,Exploratory Data Analysis,Operations and measurement,Grouped Analysis And Pivots — Operations and Measurement,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Complete a supervised applied lab for grouped analysis and pivots, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
67,DAY_067,7,Exploratory Data Analysis,Troubleshooting laboratory,Eda Limits And Hypothesis Generation — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Explain and demonstrate EDA limits and hypothesis generation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
68,DAY_068,7,Exploratory Data Analysis,Safety and quality review,"Eda Limits And Hypothesis Generation — Safety, Quality, and Verification",foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Complete a supervised applied lab for EDA limits and hypothesis generation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
69,DAY_069,7,Exploratory Data Analysis,Integration and documentation,"Exploratory Data Analysis — Integration, Documentation, and Handover",foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Integrate the four exploratory data analysis skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
70,DAY_070,7,Exploratory Data Analysis,Assessment and presentation,Exploratory Data Analysis — Assessment Project,foundation-to-intermediate,8,Python | Jupyter | pandas | Seaborn | Matplotlib,"Plan, execute, verify, present, and safely close an assessment project covering the complete exploratory data analysis phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
71,DAY_071,8,Data Visualization and Communication,Orientation and setup,Chart Selection And Honest Scales — Foundations and Vocabulary,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Explain and demonstrate chart selection and honest scales through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
72,DAY_072,8,Data Visualization and Communication,Concept development,Chart Selection And Honest Scales — Applied Baseline Lab,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Complete a supervised applied lab for chart selection and honest scales, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
73,DAY_073,8,Data Visualization and Communication,Guided laboratory,Accessible Color Labels And Annotation — Architecture and Components,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Explain and demonstrate accessible color labels and annotation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
74,DAY_074,8,Data Visualization and Communication,Guided laboratory,Accessible Color Labels And Annotation — Configuration Lab,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Complete a supervised applied lab for accessible color labels and annotation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
75,DAY_075,8,Data Visualization and Communication,Applied practice,Interactive Dashboard Concepts — Design and Technique,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Explain and demonstrate interactive dashboard concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
76,DAY_076,8,Data Visualization and Communication,Operations and measurement,Interactive Dashboard Concepts — Operations and Measurement,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Complete a supervised applied lab for interactive dashboard concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
77,DAY_077,8,Data Visualization and Communication,Troubleshooting laboratory,Data Storytelling And Uncertainty — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Explain and demonstrate data storytelling and uncertainty through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
78,DAY_078,8,Data Visualization and Communication,Safety and quality review,"Data Storytelling And Uncertainty — Safety, Quality, and Verification",foundation-to-intermediate,8,Python | Jupyter | Matplotlib | Seaborn | Plotly | LibreOffice Impress,"Complete a supervised applied lab for data storytelling and uncertainty, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
