day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
11,DAY_011,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Orientation and setup,Virtualization and Hypervisor Foundations,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Install or verify VirtualBox and document host capacity and safe VM limits.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
12,DAY_012,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Concept development,Creating an Authorized Linux Virtual Machine,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Create a minimal Linux VM from an approved image and record its configuration.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
13,DAY_013,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Guided laboratory,"Linux Filesystem, Users, and Permissions",foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Create lab users and directories with appropriate ownership and permissions.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
14,DAY_014,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Guided laboratory,"Linux Processes, Services, and Logs",foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,"Inspect processes, manage a lab service, and analyze its logs.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
15,DAY_015,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Applied practice,Linux Package Management and Updates,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Update a disposable VM and document package source and rollback considerations.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
16,DAY_016,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Applied practice,"Linux Storage, Partitions, and Filesystems",foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Attach a small virtual disk and demonstrate mount and capacity checks.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
17,DAY_017,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Evaluation laboratory,Linux Networking and Name Resolution,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,"Inspect interfaces, routes, DNS resolution, and listening ports.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
18,DAY_018,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Safety and operations review,Secure Shell and Key-Based Access,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,Configure SSH within an isolated host-only/NAT lab and protect the private key.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
19,DAY_019,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Documentation and integration,"VM Snapshots, Clones, Backup, and Restore",foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,"Create a snapshot, make a controlled change, and verify restoration.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
20,DAY_020,2,"Phase 2 — Linux, Virtualization, and Local Cloud Laboratories",Assessment and presentation,Local Infrastructure Assessment Project,foundation,8,VirtualBox | Linux VM | Bash | Git | VS Code,"Deliver a documented Linux VM baseline with access, storage, network, and recovery evidence.","Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
21,DAY_021,3,Phase 3 — Networking Foundations for Cloud Engineers,Orientation and setup,"OSI, TCP/IP, Ports, and Protocols",foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Trace a local client-server request across layers and identify ports and protocols.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
22,DAY_022,3,Phase 3 — Networking Foundations for Cloud Engineers,Concept development,IPv4 Addressing and Binary Subnetting,foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,"Calculate subnets, host ranges, broadcasts, and address capacity.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
23,DAY_023,3,Phase 3 — Networking Foundations for Cloud Engineers,Guided laboratory,CIDR Planning for Cloud Networks,foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Design non-overlapping CIDR blocks for a fictional multi-environment workload.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
24,DAY_024,3,Phase 3 — Networking Foundations for Cloud Engineers,Guided laboratory,IPv6 Foundations for Cloud,foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Inspect IPv6 addressing and compare routing and security assumptions with IPv4.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
25,DAY_025,3,Phase 3 — Networking Foundations for Cloud Engineers,Applied practice,Routing Tables and Traffic Paths,foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Predict and verify local packet paths using routes and traceroute.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
26,DAY_026,3,Phase 3 — Networking Foundations for Cloud Engineers,Applied practice,"DNS Records, Resolution, and Caching",foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Query approved domains and map the DNS resolution path.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
27,DAY_027,3,Phase 3 — Networking Foundations for Cloud Engineers,Evaluation laboratory,"NAT, Internet Gateways, and Egress",foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Model public/private egress and explain source address translation.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
28,DAY_028,3,Phase 3 — Networking Foundations for Cloud Engineers,Safety and operations review,"Firewalls, Security Groups, and Network ACLs",foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Write least-privilege traffic rules for a three-tier design.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
29,DAY_029,3,Phase 3 — Networking Foundations for Cloud Engineers,Documentation and integration,"Proxies, Load Balancers, and Health Checks",foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,Run a local reverse proxy and verify health-based routing.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
30,DAY_030,3,Phase 3 — Networking Foundations for Cloud Engineers,Assessment and presentation,Cloud Network Design Assessment,foundation,8,Linux VM | Docker | Wireshark/tcpdump | network emulators where approved,"Produce and defend a secure, non-overlapping, highly available network plan.","Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
31,DAY_031,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Orientation and setup,Git Repository and Commit Foundations,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Initialize a cloud-lab repository and create small traceable commits.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
32,DAY_032,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Concept development,"Branches, Merges, and Conflict Resolution",foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Use a feature branch and resolve a controlled text conflict.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
33,DAY_033,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Guided laboratory,GitHub Repositories and Access Controls,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Create or inspect an approved private repository and document roles.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
34,DAY_034,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Guided laboratory,"Issues, Milestones, and Cloud Work Planning",foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Plan a small infrastructure task with acceptance and safety criteria.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
35,DAY_035,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Applied practice,Pull Requests and Peer Review,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Submit a documentation change and record review evidence.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
36,DAY_036,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Applied practice,"Secrets, .gitignore, and Repository Hygiene",foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Prevent lab secrets and generated artifacts from entering version control.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
37,DAY_037,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Evaluation laboratory,Cloud Architecture Diagrams,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Create a labelled architecture diagram with trust and network boundaries.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
38,DAY_038,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Safety and operations review,"Runbooks, READMEs, and Operational Documentation",foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,Write a reproducible deployment and cleanup runbook.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
39,DAY_039,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Documentation and integration,Change Control and Rollback Planning,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,"Prepare a change record with risk, test, rollback, and approval sections.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
40,DAY_040,4,"Phase 4 — Git, GitHub, Collaboration, and Cloud Documentation",Assessment and presentation,Collaboration and Documentation Project,foundation-to-intermediate,8,Git | GitHub | VS Code | Markdown | diagramming tools,"Deliver a reviewed repository containing architecture, runbook, risks, and evidence.","Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
41,DAY_041,5,Phase 5 — Docker and Container Fundamentals,Orientation and setup,Container Architecture and Docker Setup,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Install or verify Docker and run an approved hello-world container.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
42,DAY_042,5,Phase 5 — Docker and Container Fundamentals,Concept development,"Images, Containers, Layers, and Registries",foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Inspect an official image and distinguish immutable image from runtime container.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
43,DAY_043,5,Phase 5 — Docker and Container Fundamentals,Guided laboratory,Docker CLI Lifecycle Operations,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,"Run, inspect, stop, restart, and remove a disposable container.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
44,DAY_044,5,Phase 5 — Docker and Container Fundamentals,Guided laboratory,Writing a Secure Dockerfile,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Containerize a minimal application with pinned base and non-root runtime.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
45,DAY_045,5,Phase 5 — Docker and Container Fundamentals,Applied practice,"Image Build, Tags, Cache, and Reproducibility",foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Build versioned tags and explain cache invalidation.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
46,DAY_046,5,Phase 5 — Docker and Container Fundamentals,Applied practice,Container Volumes and Data Persistence,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Persist approved test data and verify behavior after container recreation.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
47,DAY_047,5,Phase 5 — Docker and Container Fundamentals,Evaluation laboratory,Container Networking and Port Publishing,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Connect containers on a user-defined network with minimal published ports.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
48,DAY_048,5,Phase 5 — Docker and Container Fundamentals,Safety and operations review,Docker Compose Multi-Container Applications,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Run a local application and database with health checks and dependencies.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
49,DAY_049,5,Phase 5 — Docker and Container Fundamentals,Documentation and integration,Container Image Scanning and SBOM Concepts,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Inspect an image for packages and vulnerabilities using approved local tooling.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
50,DAY_050,5,Phase 5 — Docker and Container Fundamentals,Assessment and presentation,Containerization Assessment Project,foundation-to-intermediate,8,Docker | GitHub | VS Code | Linux VM,Deliver a documented multi-container application with security and cleanup controls.,"Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
51,DAY_051,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Orientation and setup,"Comparing AWS, Azure, and Google Cloud",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Map equivalent core services without assuming identical behavior.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
52,DAY_052,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Concept development,"Cloud Console, CLI, SDK, and Infrastructure as Code",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Compare interaction methods and select the safest for sample tasks.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
53,DAY_053,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Guided laboratory,Provider CLI Installation and Safe Profiles,foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Install or verify an approved CLI and create a non-production profile/configuration.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
54,DAY_054,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Guided laboratory,"Credentials, Tokens, and Secret Handling",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Use placeholders or temporary lab credentials without saving them in repositories.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
55,DAY_055,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Applied practice,Resource Hierarchy and Naming Standards,foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,"Design accounts/subscriptions/projects, resource groups, names, and ownership metadata.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
56,DAY_056,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Applied practice,"Tags, Labels, Ownership, and Lifecycle Metadata",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Apply a required metadata schema to local or sandbox resources.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
57,DAY_057,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Evaluation laboratory,"Quotas, Limits, Regions, and Service Availability",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Check current documentation and record constraints before a deployment plan.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
58,DAY_058,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Safety and operations review,"Billing Dashboards, Budgets, Alerts, and Credits",foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Verify billing visibility and configure or simulate multiple cost thresholds.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
59,DAY_059,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Documentation and integration,Cloud Inventory and Daily Resource Cleanup,foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,Produce an inventory and safely destroy only assigned disposable resources.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
60,DAY_060,6,Phase 6 — Cloud Provider Foundations and Command-Line Workflows,Assessment and presentation,Provider Foundations Assessment,foundation-to-intermediate,8,AWS/Azure/GCP sandbox where authorized | provider CLI | local cloud emulator | Git,"Demonstrate a controlled CLI workflow with inventory, cost, identity, and cleanup evidence.","Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
61,DAY_061,7,"Phase 7 — Identity, Access Management, and Secrets",Orientation and setup,"Authentication, Authorization, and Identity Lifecycle",foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,"Map joiner, mover, and leaver controls for a fictional cloud team.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
62,DAY_062,7,"Phase 7 — Identity, Access Management, and Secrets",Concept development,"Users, Groups, Roles, and Service Identities",foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Design identities for humans and workloads without shared accounts.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
63,DAY_063,7,"Phase 7 — Identity, Access Management, and Secrets",Guided laboratory,"Policy Statements, Actions, Resources, and Conditions",foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Write and review least-privilege policy examples in a sandbox.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
64,DAY_064,7,"Phase 7 — Identity, Access Management, and Secrets",Guided laboratory,Role-Based and Attribute-Based Access Control,foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Compare RBAC and ABAC using sample access decisions.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
65,DAY_065,7,"Phase 7 — Identity, Access Management, and Secrets",Applied practice,"MFA, Federation, SSO, and Temporary Credentials",foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Design strong sign-in and short-lived access for an organization.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
66,DAY_066,7,"Phase 7 — Identity, Access Management, and Secrets",Applied practice,Privilege Escalation Paths and Permission Boundaries,foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Identify excessive privileges in harmless policy examples.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
67,DAY_067,7,"Phase 7 — Identity, Access Management, and Secrets",Evaluation laboratory,Secrets Management and Rotation,foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Store a synthetic secret in an approved local secret manager and rotate it.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
68,DAY_068,7,"Phase 7 — Identity, Access Management, and Secrets",Safety and operations review,Workload Identity and Keyless Access Concepts,foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Design workload authentication without long-lived embedded keys.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
69,DAY_069,7,"Phase 7 — Identity, Access Management, and Secrets",Documentation and integration,"IAM Logging, Reviews, and Access Recertification",foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,Review sample access logs and conduct a periodic entitlement check.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
70,DAY_070,7,"Phase 7 — Identity, Access Management, and Secrets",Assessment and presentation,IAM Security Assessment Project,foundation-to-intermediate,8,local IAM simulator/provider sandbox | Git | policy tools | secret manager emulator,"Deliver a least-privilege access model with federation, secrets, logging, and review controls.","Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
71,DAY_071,8,Phase 8 — Cloud Networking and Connectivity,Orientation and setup,Virtual Private Clouds and Virtual Networks,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Design an isolated virtual network with a documented address plan.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
72,DAY_072,8,Phase 8 — Cloud Networking and Connectivity,Concept development,"Public, Private, and Isolated Subnets",foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Place fictional components according to exposure and egress needs.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
73,DAY_073,8,Phase 8 — Cloud Networking and Connectivity,Guided laboratory,"Route Tables, Gateways, and Internet Access",foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Build and review traffic paths for public and private resources.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
74,DAY_074,8,Phase 8 — Cloud Networking and Connectivity,Guided laboratory,Security Groups and Network ACL Design,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Implement layered least-privilege rules in a local simulation.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
75,DAY_075,8,Phase 8 — Cloud Networking and Connectivity,Applied practice,VPC/VNet Peering and Transitive Routing Limits,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Model two-network connectivity and identify non-transitive assumptions.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
76,DAY_076,8,Phase 8 — Cloud Networking and Connectivity,Applied practice,"VPN, Dedicated Connectivity, and Hybrid Cloud",foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Compare secure hybrid connectivity choices and failure modes.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
77,DAY_077,8,Phase 8 — Cloud Networking and Connectivity,Evaluation laboratory,Private Endpoints and Service Networking,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Design private access to managed services without public exposure.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
78,DAY_078,8,Phase 8 — Cloud Networking and Connectivity,Safety and operations review,DNS Zones and Cloud Name Resolution,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Create a local private DNS demonstration and test resolution.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
79,DAY_079,8,Phase 8 — Cloud Networking and Connectivity,Documentation and integration,"Flow Logs, Packet Capture, and Network Troubleshooting",foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Analyze approved local traffic and correlate packet and flow evidence.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
80,DAY_080,8,Phase 8 — Cloud Networking and Connectivity,Assessment and presentation,Secure Cloud Networking Project,foundation-to-intermediate,8,Linux VM | Docker | Terraform/OpenTofu local plans | provider sandbox where authorized,Deliver a multi-tier network design with connectivity tests and troubleshooting runbook.,"Assessment demonstration, reproducible project package, architecture/security/cost evidence, verified cleanup, and technical report."
81,DAY_081,9,"Phase 9 — Compute, Images, Scaling, and Serverless",Orientation and setup,Cloud Virtual Machine Lifecycle,intermediate,8,VirtualBox | Docker | local cloud emulator | provider sandbox where authorized,"Plan and simulate provision, configure, stop, start, and terminate operations.","Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
82,DAY_082,9,"Phase 9 — Compute, Images, Scaling, and Serverless",Concept development,"Machine Images, Templates, and Immutable Infrastructure",intermediate,8,VirtualBox | Docker | local cloud emulator | provider sandbox where authorized,Create a local golden-image checklist and validate reproducibility.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
83,DAY_083,9,"Phase 9 — Compute, Images, Scaling, and Serverless",Guided laboratory,"Instance Types, CPU, Memory, and Performance",intermediate,8,VirtualBox | Docker | local cloud emulator | provider sandbox where authorized,Select right-sized fictional instances from workload measurements.,"Setup evidence, completed lab artifact, independent verification, cost/cleanup record, safety check, and short technical report."
