day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
11,DAY_011,2,Video Fundamentals,Orientation and setup,Resolution Aspect Ratio And Raster — Foundations and Vocabulary,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Explain and demonstrate resolution aspect ratio and raster through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
12,DAY_012,2,Video Fundamentals,Concept development,Resolution Aspect Ratio And Raster — Applied Baseline Lab,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Complete a supervised applied lab for resolution aspect ratio and raster, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
13,DAY_013,2,Video Fundamentals,Guided laboratory,Frame Rate Scan And Motion — Architecture and Components,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Explain and demonstrate frame rate scan and motion through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
14,DAY_014,2,Video Fundamentals,Guided laboratory,Frame Rate Scan And Motion — Configuration Lab,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Complete a supervised applied lab for frame rate scan and motion, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
15,DAY_015,2,Video Fundamentals,Applied practice,Color Spaces Bit Depth And Chroma — Design and Technique,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Explain and demonstrate color spaces bit depth and chroma through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
16,DAY_016,2,Video Fundamentals,Operations and measurement,Color Spaces Bit Depth And Chroma — Operations and Measurement,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Complete a supervised applied lab for color spaces bit depth and chroma, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
17,DAY_017,2,Video Fundamentals,Troubleshooting laboratory,Bandwidth Latency And Image Quality — Troubleshooting and Failure Modes,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Explain and demonstrate bandwidth latency and image quality through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
18,DAY_018,2,Video Fundamentals,Safety and quality review,"Bandwidth Latency And Image Quality — Safety, Quality, and Verification",foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Complete a supervised applied lab for bandwidth latency and image quality, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
19,DAY_019,2,Video Fundamentals,Integration and documentation,"Video Fundamentals — Integration, Documentation, and Handover",foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Integrate the four video fundamentals skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
20,DAY_020,2,Video Fundamentals,Assessment and presentation,Video Fundamentals — Assessment Project,foundation,8,Beyond LED screens | projectors | test media | displays | video software | measurement tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete video fundamentals phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
21,DAY_021,3,"Connectors, Cables, and Signal Transport",Orientation and setup,Hdmi Displayport Dvi Vga And Usb-C — Foundations and Vocabulary,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Explain and demonstrate HDMI DisplayPort DVI VGA and USB-C through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
22,DAY_022,3,"Connectors, Cables, and Signal Transport",Concept development,Hdmi Displayport Dvi Vga And Usb-C — Applied Baseline Lab,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Complete a supervised applied lab for HDMI DisplayPort DVI VGA and USB-C, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
23,DAY_023,3,"Connectors, Cables, and Signal Transport",Guided laboratory,Sdi Bnc And Coax Standards — Architecture and Components,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Explain and demonstrate SDI BNC and coax standards through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
24,DAY_024,3,"Connectors, Cables, and Signal Transport",Guided laboratory,Sdi Bnc And Coax Standards — Configuration Lab,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Complete a supervised applied lab for SDI BNC and coax standards, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
25,DAY_025,3,"Connectors, Cables, and Signal Transport",Applied practice,Fiber Extenders Converters And Distribution — Design and Technique,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Explain and demonstrate fiber extenders converters and distribution through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
26,DAY_026,3,"Connectors, Cables, and Signal Transport",Operations and measurement,Fiber Extenders Converters And Distribution — Operations and Measurement,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Complete a supervised applied lab for fiber extenders converters and distribution, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
27,DAY_027,3,"Connectors, Cables, and Signal Transport",Troubleshooting laboratory,Cable Length Testing Labeling And Protection — Troubleshooting and Failure Modes,foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Explain and demonstrate cable length testing labeling and protection through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
28,DAY_028,3,"Connectors, Cables, and Signal Transport",Safety and quality review,"Cable Length Testing Labeling And Protection — Safety, Quality, and Verification",foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Complete a supervised applied lab for cable length testing labeling and protection, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
29,DAY_029,3,"Connectors, Cables, and Signal Transport",Integration and documentation,"Connectors, Cables, and Signal Transport — Integration, Documentation, and Handover",foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Integrate the four connectors, cables, and signal transport skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
30,DAY_030,3,"Connectors, Cables, and Signal Transport",Assessment and presentation,"Connectors, Cables, and Signal Transport — Assessment Project",foundation,8,Beyond LED screens | projectors | video cables | testers | converters | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete connectors, cables, and signal transport phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
31,DAY_031,4,LED Screen Components and Assembly,Orientation and setup,Modules Cabinets Panels And Receiving Cards — Foundations and Vocabulary,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Explain and demonstrate modules cabinets panels and receiving cards through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
32,DAY_032,4,LED Screen Components and Assembly,Concept development,Modules Cabinets Panels And Receiving Cards — Applied Baseline Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Complete a supervised applied lab for modules cabinets panels and receiving cards, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
33,DAY_033,4,LED Screen Components and Assembly,Guided laboratory,Mechanical Alignment Locks And Safety — Architecture and Components,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Explain and demonstrate mechanical alignment locks and safety through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
34,DAY_034,4,LED Screen Components and Assembly,Guided laboratory,Mechanical Alignment Locks And Safety — Configuration Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Complete a supervised applied lab for mechanical alignment locks and safety, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
35,DAY_035,4,LED Screen Components and Assembly,Applied practice,Data Power Daisy Chain And Redundancy — Design and Technique,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Explain and demonstrate data power daisy chain and redundancy through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
36,DAY_036,4,LED Screen Components and Assembly,Operations and measurement,Data Power Daisy Chain And Redundancy — Operations and Measurement,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Complete a supervised applied lab for data power daisy chain and redundancy, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
37,DAY_037,4,LED Screen Components and Assembly,Troubleshooting laboratory,Inspection Handling And Supervised Assembly — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Explain and demonstrate inspection handling and supervised assembly through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
38,DAY_038,4,LED Screen Components and Assembly,Safety and quality review,"Inspection Handling And Supervised Assembly — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Complete a supervised applied lab for inspection handling and supervised assembly, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
39,DAY_039,4,LED Screen Components and Assembly,Integration and documentation,"LED Screen Components and Assembly — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Integrate the four led screen components and assembly skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
40,DAY_040,4,LED Screen Components and Assembly,Assessment and presentation,LED Screen Components and Assembly — Assessment Project,foundation-to-intermediate,8,Beyond LED screens | projectors | Beyond LED panels | approved frames/rigging | PPE | service tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete led screen components and assembly phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
41,DAY_041,5,LED Processing and Configuration,Orientation and setup,Sender Receiver And Processor Concepts — Foundations and Vocabulary,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Explain and demonstrate sender receiver and processor concepts through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
42,DAY_042,5,LED Processing and Configuration,Concept development,Sender Receiver And Processor Concepts — Applied Baseline Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Complete a supervised applied lab for sender receiver and processor concepts, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
43,DAY_043,5,LED Processing and Configuration,Guided laboratory,Cabinet Mapping And Resolution Setup — Architecture and Components,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Explain and demonstrate cabinet mapping and resolution setup through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
44,DAY_044,5,LED Processing and Configuration,Guided laboratory,Cabinet Mapping And Resolution Setup — Configuration Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Complete a supervised applied lab for cabinet mapping and resolution setup, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
45,DAY_045,5,LED Processing and Configuration,Applied practice,Brightness Color And Refresh Settings — Design and Technique,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Explain and demonstrate brightness color and refresh settings through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
46,DAY_046,5,LED Processing and Configuration,Operations and measurement,Brightness Color And Refresh Settings — Operations and Measurement,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Complete a supervised applied lab for brightness color and refresh settings, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
47,DAY_047,5,LED Processing and Configuration,Troubleshooting laboratory,Configuration Backup And Recovery — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Explain and demonstrate configuration backup and recovery through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
48,DAY_048,5,LED Processing and Configuration,Safety and quality review,"Configuration Backup And Recovery — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Complete a supervised applied lab for configuration backup and recovery, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
49,DAY_049,5,LED Processing and Configuration,Integration and documentation,"LED Processing and Configuration — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Integrate the four led processing and configuration skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
50,DAY_050,5,LED Processing and Configuration,Assessment and presentation,LED Processing and Configuration — Assessment Project,foundation-to-intermediate,8,Beyond LED screens | projectors | LED processor | configuration software | test patterns | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete led processing and configuration phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
51,DAY_051,6,Projection Systems,Orientation and setup,Projector Technologies Lenses And Throw — Foundations and Vocabulary,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Explain and demonstrate projector technologies lenses and throw through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
52,DAY_052,6,Projection Systems,Concept development,Projector Technologies Lenses And Throw — Applied Baseline Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Complete a supervised applied lab for projector technologies lenses and throw, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
53,DAY_053,6,Projection Systems,Guided laboratory,Brightness Contrast Ambient Light And Screens — Architecture and Components,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Explain and demonstrate brightness contrast ambient light and screens through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
54,DAY_054,6,Projection Systems,Guided laboratory,Brightness Contrast Ambient Light And Screens — Configuration Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Complete a supervised applied lab for brightness contrast ambient light and screens, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
55,DAY_055,6,Projection Systems,Applied practice,Alignment Focus Keystone And Lens Shift — Design and Technique,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Explain and demonstrate alignment focus keystone and lens shift through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
56,DAY_056,6,Projection Systems,Operations and measurement,Alignment Focus Keystone And Lens Shift — Operations and Measurement,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Complete a supervised applied lab for alignment focus keystone and lens shift, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
57,DAY_057,6,Projection Systems,Troubleshooting laboratory,Mounting Ventilation Lamp/Laser Safety — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Explain and demonstrate mounting ventilation lamp/laser safety through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
58,DAY_058,6,Projection Systems,Safety and quality review,"Mounting Ventilation Lamp/Laser Safety — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Complete a supervised applied lab for mounting ventilation lamp/laser safety, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
59,DAY_059,6,Projection Systems,Integration and documentation,"Projection Systems — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Integrate the four projection systems skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
60,DAY_060,6,Projection Systems,Assessment and presentation,Projection Systems — Assessment Project,foundation-to-intermediate,8,Beyond LED screens | projectors | screens | lenses | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete projection systems phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
61,DAY_061,7,Video Switching and Routing,Orientation and setup,Inputs Outputs Buses And Layers — Foundations and Vocabulary,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Explain and demonstrate inputs outputs buses and layers through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
62,DAY_062,7,Video Switching and Routing,Concept development,Inputs Outputs Buses And Layers — Applied Baseline Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Complete a supervised applied lab for inputs outputs buses and layers, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
63,DAY_063,7,Video Switching and Routing,Guided laboratory,Preview Program Transitions And Keying — Architecture and Components,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Explain and demonstrate preview program transitions and keying through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
64,DAY_064,7,Video Switching and Routing,Guided laboratory,Preview Program Transitions And Keying — Configuration Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Complete a supervised applied lab for preview program transitions and keying, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
65,DAY_065,7,Video Switching and Routing,Applied practice,Scalers Matrices And Converters — Design and Technique,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Explain and demonstrate scalers matrices and converters through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
66,DAY_066,7,Video Switching and Routing,Operations and measurement,Scalers Matrices And Converters — Operations and Measurement,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Complete a supervised applied lab for scalers matrices and converters, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
67,DAY_067,7,Video Switching and Routing,Troubleshooting laboratory,Routing Labels Redundancy And Safe Switching — Troubleshooting and Failure Modes,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Explain and demonstrate routing labels redundancy and safe switching through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
68,DAY_068,7,Video Switching and Routing,Safety and quality review,"Routing Labels Redundancy And Safe Switching — Safety, Quality, and Verification",foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Complete a supervised applied lab for routing labels redundancy and safe switching, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
69,DAY_069,7,Video Switching and Routing,Integration and documentation,"Video Switching and Routing — Integration, Documentation, and Handover",foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Integrate the four video switching and routing skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
70,DAY_070,7,Video Switching and Routing,Assessment and presentation,Video Switching and Routing — Assessment Project,foundation-to-intermediate,8,Beyond LED screens | projectors | video switcher | matrix/scaler | monitors | test generator,"Plan, execute, verify, present, and safely close an assessment project covering the complete video switching and routing phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
71,DAY_071,8,Cameras and Image Acquisition,Orientation and setup,Sensor Lens Exposure And Focus — Foundations and Vocabulary,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Explain and demonstrate sensor lens exposure and focus through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
72,DAY_072,8,Cameras and Image Acquisition,Concept development,Sensor Lens Exposure And Focus — Applied Baseline Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Complete a supervised applied lab for sensor lens exposure and focus, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
73,DAY_073,8,Cameras and Image Acquisition,Guided laboratory,White Balance Color Temperature And Profiles — Architecture and Components,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Explain and demonstrate white balance color temperature and profiles through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
74,DAY_074,8,Cameras and Image Acquisition,Guided laboratory,White Balance Color Temperature And Profiles — Configuration Lab,foundation-to-intermediate,8,Beyond LED screens | projectors | cameras | tripods | monitors | PPE,"Complete a supervised applied lab for white balance color temperature and profiles, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
