day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
11,DAY_011,2,Operating Systems and Linux Security,Orientation and setup,Linux Filesystem And Permissions — Foundations and Vocabulary,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Explain and demonstrate Linux filesystem and permissions through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
12,DAY_012,2,Operating Systems and Linux Security,Concept development,Linux Filesystem And Permissions — Applied Baseline Lab,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Complete a supervised applied lab for Linux filesystem and permissions, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
13,DAY_013,2,Operating Systems and Linux Security,Guided laboratory,Processes Services And Logs — Architecture and Components,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Explain and demonstrate processes services and logs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
14,DAY_014,2,Operating Systems and Linux Security,Guided laboratory,Processes Services And Logs — Configuration Lab,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Complete a supervised applied lab for processes services and logs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
15,DAY_015,2,Operating Systems and Linux Security,Applied practice,Package Integrity And Updates — Design and Technique,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Explain and demonstrate package integrity and updates through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
16,DAY_016,2,Operating Systems and Linux Security,Operations and measurement,Package Integrity And Updates — Operations and Measurement,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Complete a supervised applied lab for package integrity and updates, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
17,DAY_017,2,Operating Systems and Linux Security,Troubleshooting laboratory,Secure Shell And Host Firewall — Troubleshooting and Failure Modes,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Explain and demonstrate secure shell and host firewall through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
18,DAY_018,2,Operating Systems and Linux Security,Safety and quality review,"Secure Shell And Host Firewall — Safety, Quality, and Verification",foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Complete a supervised applied lab for secure shell and host firewall, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
19,DAY_019,2,Operating Systems and Linux Security,Integration and documentation,"Operating Systems and Linux Security — Integration, Documentation, and Handover",foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Integrate the four operating systems and linux security skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
20,DAY_020,2,Operating Systems and Linux Security,Assessment and presentation,Operating Systems and Linux Security — Assessment Project,foundation,8,VirtualBox | Kali Linux | Ubuntu VM | Bash | Git,"Plan, execute, verify, present, and safely close an assessment project covering the complete operating systems and linux security phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
21,DAY_021,3,Windows Security Foundations,Orientation and setup,Windows Accounts And Privileges — Foundations and Vocabulary,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Explain and demonstrate Windows accounts and privileges through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
22,DAY_022,3,Windows Security Foundations,Concept development,Windows Accounts And Privileges — Applied Baseline Lab,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Complete a supervised applied lab for Windows accounts and privileges, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
23,DAY_023,3,Windows Security Foundations,Guided laboratory,Services Registry And Event Logs — Architecture and Components,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Explain and demonstrate services registry and event logs through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
24,DAY_024,3,Windows Security Foundations,Guided laboratory,Services Registry And Event Logs — Configuration Lab,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Complete a supervised applied lab for services registry and event logs, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
25,DAY_025,3,Windows Security Foundations,Applied practice,Windows Defender And Firewall — Design and Technique,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Explain and demonstrate Windows Defender and firewall through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
26,DAY_026,3,Windows Security Foundations,Operations and measurement,Windows Defender And Firewall — Operations and Measurement,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Complete a supervised applied lab for Windows Defender and firewall, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
27,DAY_027,3,Windows Security Foundations,Troubleshooting laboratory,Powershell Security Administration — Troubleshooting and Failure Modes,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Explain and demonstrate PowerShell security administration through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
28,DAY_028,3,Windows Security Foundations,Safety and quality review,"Powershell Security Administration — Safety, Quality, and Verification",foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Complete a supervised applied lab for PowerShell security administration, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
29,DAY_029,3,Windows Security Foundations,Integration and documentation,"Windows Security Foundations — Integration, Documentation, and Handover",foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Integrate the four windows security foundations skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
30,DAY_030,3,Windows Security Foundations,Assessment and presentation,Windows Security Foundations — Assessment Project,foundation,8,VirtualBox | Kali Linux | Windows evaluation VM | PowerShell | Event Viewer | Sysinternals,"Plan, execute, verify, present, and safely close an assessment project covering the complete windows security foundations phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
31,DAY_031,4,Networking for Defenders,Orientation and setup,Tcp/Ip Ports And Protocols — Foundations and Vocabulary,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Explain and demonstrate TCP/IP ports and protocols through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
32,DAY_032,4,Networking for Defenders,Concept development,Tcp/Ip Ports And Protocols — Applied Baseline Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Complete a supervised applied lab for TCP/IP ports and protocols, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
33,DAY_033,4,Networking for Defenders,Guided laboratory,Subnetting Routing And Dns — Architecture and Components,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Explain and demonstrate subnetting routing and DNS through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
34,DAY_034,4,Networking for Defenders,Guided laboratory,Subnetting Routing And Dns — Configuration Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Complete a supervised applied lab for subnetting routing and DNS, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
35,DAY_035,4,Networking for Defenders,Applied practice,Packet Capture And Protocol Analysis — Design and Technique,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Explain and demonstrate packet capture and protocol analysis through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
36,DAY_036,4,Networking for Defenders,Operations and measurement,Packet Capture And Protocol Analysis — Operations and Measurement,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Complete a supervised applied lab for packet capture and protocol analysis, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
37,DAY_037,4,Networking for Defenders,Troubleshooting laboratory,Firewalls Segmentation And Secure Architecture — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Explain and demonstrate firewalls segmentation and secure architecture through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
38,DAY_038,4,Networking for Defenders,Safety and quality review,"Firewalls Segmentation And Secure Architecture — Safety, Quality, and Verification",foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Complete a supervised applied lab for firewalls segmentation and secure architecture, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
39,DAY_039,4,Networking for Defenders,Integration and documentation,"Networking for Defenders — Integration, Documentation, and Handover",foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Integrate the four networking for defenders skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
40,DAY_040,4,Networking for Defenders,Assessment and presentation,Networking for Defenders — Assessment Project,foundation-to-intermediate,8,VirtualBox | Kali Linux | Wireshark | Packet Tracer/local network lab | Linux VMs | tcpdump,"Plan, execute, verify, present, and safely close an assessment project covering the complete networking for defenders phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
41,DAY_041,5,Security Governance and Risk,Orientation and setup,Policies Standards And Procedures — Foundations and Vocabulary,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Explain and demonstrate policies standards and procedures through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
42,DAY_042,5,Security Governance and Risk,Concept development,Policies Standards And Procedures — Applied Baseline Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Complete a supervised applied lab for policies standards and procedures, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
43,DAY_043,5,Security Governance and Risk,Guided laboratory,Risk Identification And Treatment — Architecture and Components,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Explain and demonstrate risk identification and treatment through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
44,DAY_044,5,Security Governance and Risk,Guided laboratory,Risk Identification And Treatment — Configuration Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Complete a supervised applied lab for risk identification and treatment, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
45,DAY_045,5,Security Governance and Risk,Applied practice,Security Controls And Evidence — Design and Technique,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Explain and demonstrate security controls and evidence through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
46,DAY_046,5,Security Governance and Risk,Operations and measurement,Security Controls And Evidence — Operations and Measurement,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Complete a supervised applied lab for security controls and evidence, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
47,DAY_047,5,Security Governance and Risk,Troubleshooting laboratory,Nist Iso 27001 And Compliance Mapping — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Explain and demonstrate NIST ISO 27001 and compliance mapping through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
48,DAY_048,5,Security Governance and Risk,Safety and quality review,"Nist Iso 27001 And Compliance Mapping — Safety, Quality, and Verification",foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Complete a supervised applied lab for NIST ISO 27001 and compliance mapping, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
49,DAY_049,5,Security Governance and Risk,Integration and documentation,"Security Governance and Risk — Integration, Documentation, and Handover",foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Integrate the four security governance and risk skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
50,DAY_050,5,Security Governance and Risk,Assessment and presentation,Security Governance and Risk — Assessment Project,foundation-to-intermediate,8,VirtualBox | Kali Linux | NIST/ISO guidance | spreadsheets | diagramming tools | Git,"Plan, execute, verify, present, and safely close an assessment project covering the complete security governance and risk phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
51,DAY_051,6,Identity and Access Security,Orientation and setup,Authentication Authorization And Mfa — Foundations and Vocabulary,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Explain and demonstrate authentication authorization and MFA through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
52,DAY_052,6,Identity and Access Security,Concept development,Authentication Authorization And Mfa — Applied Baseline Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Complete a supervised applied lab for authentication authorization and MFA, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
53,DAY_053,6,Identity and Access Security,Guided laboratory,Rbac Abac And Least Privilege — Architecture and Components,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Explain and demonstrate RBAC ABAC and least privilege through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
54,DAY_054,6,Identity and Access Security,Guided laboratory,Rbac Abac And Least Privilege — Configuration Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Complete a supervised applied lab for RBAC ABAC and least privilege, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
55,DAY_055,6,Identity and Access Security,Applied practice,Directory Services And Federation — Design and Technique,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Explain and demonstrate directory services and federation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
56,DAY_056,6,Identity and Access Security,Operations and measurement,Directory Services And Federation — Operations and Measurement,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Complete a supervised applied lab for directory services and federation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
57,DAY_057,6,Identity and Access Security,Troubleshooting laboratory,Privileged Access And Access Review — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Explain and demonstrate privileged access and access review through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
58,DAY_058,6,Identity and Access Security,Safety and quality review,"Privileged Access And Access Review — Safety, Quality, and Verification",foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Complete a supervised applied lab for privileged access and access review, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
59,DAY_059,6,Identity and Access Security,Integration and documentation,"Identity and Access Security — Integration, Documentation, and Handover",foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Integrate the four identity and access security skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
60,DAY_060,6,Identity and Access Security,Assessment and presentation,Identity and Access Security — Assessment Project,foundation-to-intermediate,8,VirtualBox | Kali Linux | local IAM labs | Windows/Linux VMs | policy tools | Git,"Plan, execute, verify, present, and safely close an assessment project covering the complete identity and access security phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
61,DAY_061,7,Cryptography and PKI,Orientation and setup,Symmetric And Asymmetric Encryption — Foundations and Vocabulary,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Explain and demonstrate symmetric and asymmetric encryption through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
62,DAY_062,7,Cryptography and PKI,Concept development,Symmetric And Asymmetric Encryption — Applied Baseline Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Complete a supervised applied lab for symmetric and asymmetric encryption, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
63,DAY_063,7,Cryptography and PKI,Guided laboratory,Hashing Integrity And Signatures — Architecture and Components,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Explain and demonstrate hashing integrity and signatures through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
64,DAY_064,7,Cryptography and PKI,Guided laboratory,Hashing Integrity And Signatures — Configuration Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Complete a supervised applied lab for hashing integrity and signatures, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
65,DAY_065,7,Cryptography and PKI,Applied practice,Certificates Pki And Tls — Design and Technique,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Explain and demonstrate certificates PKI and TLS through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
66,DAY_066,7,Cryptography and PKI,Operations and measurement,Certificates Pki And Tls — Operations and Measurement,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Complete a supervised applied lab for certificates PKI and TLS, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
67,DAY_067,7,Cryptography and PKI,Troubleshooting laboratory,Key Management And Rotation — Troubleshooting and Failure Modes,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Explain and demonstrate key management and rotation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
68,DAY_068,7,Cryptography and PKI,Safety and quality review,"Key Management And Rotation — Safety, Quality, and Verification",foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Complete a supervised applied lab for key management and rotation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
69,DAY_069,7,Cryptography and PKI,Integration and documentation,"Cryptography and PKI — Integration, Documentation, and Handover",foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Integrate the four cryptography and pki skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
70,DAY_070,7,Cryptography and PKI,Assessment and presentation,Cryptography and PKI — Assessment Project,foundation-to-intermediate,8,VirtualBox | Kali Linux | OpenSSL | Linux VM | Wireshark | local web server,"Plan, execute, verify, present, and safely close an assessment project covering the complete cryptography and pki phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
71,DAY_071,8,Vulnerability Management,Orientation and setup,Asset And Exposure Discovery — Foundations and Vocabulary,foundation-to-intermediate,8,VirtualBox | Kali Linux | isolated VMs | approved scanners | OWASP Juice Shop | Git,"Explain and demonstrate asset and exposure discovery through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
72,DAY_072,8,Vulnerability Management,Concept development,Asset And Exposure Discovery — Applied Baseline Lab,foundation-to-intermediate,8,VirtualBox | Kali Linux | isolated VMs | approved scanners | OWASP Juice Shop | Git,"Complete a supervised applied lab for asset and exposure discovery, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
73,DAY_073,8,Vulnerability Management,Guided laboratory,Vulnerability Scanning In Sandbox — Architecture and Components,foundation-to-intermediate,8,VirtualBox | Kali Linux | isolated VMs | approved scanners | OWASP Juice Shop | Git,"Explain and demonstrate vulnerability scanning in sandbox through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
